UID,lat,lon,applicant_type,application_year
14172,-27.989,153.422,SME,2007
14173,-34.911999,138.57401,SME,2007
14174,-33.866001,151.211,SME,2007
14175,-35.278999,149.146,Large firm,2006
14176,-33.759998,150.90601,SME,2007
14177,-37.868,145.339,Private applicant,2007
14178,-32.036999,115.771,SME,2008
14179,-37.764,145.15401,Private applicant,2007
14180,-35.278999,149.146,Large firm,2007
14181,-37.807999,144.96899,Large firm,2006
14182,-38.008999,145.218,Large firm,2006
14183,-37.463001,144.642,SME,2007
14184,-33.794998,151.144,SME,2007
14185,-33.794998,151.144,SME,2007
14186,-32.202,115.788,SME,2007
14187,-17.355,145.61099,SME,2006
14188,-34.904999,138.694,Private applicant,2007
14189,-31.951,115.846,SME,2007
14190,-37.798,144.95599,SME,2007
14191,-37.904999,145.222,SME,2007
14192,-33.865002,151.21201,SME,2007
14193,-33.806999,151.22099,Private applicant,2006
14194,-27.983,153.375,Private applicant,2006
14195,-37.997002,145.114,SME,2007
14196,-33.970001,151.231,SME,2007
14197,-36.382,145.42101,SME,2007
14198,-37.811001,144.967,SME,2007
14199,-37.811001,144.967,SME,2007
14200,-33.931,151.032,SME,2006
14201,-33.946999,151.12801,SME,2007
14202,-33.862999,151.21001,SME,2006
14203,-34.027,151.13,SME,2007
14204,-37.823002,145.03999,SME,2007
14205,-37.821999,145.315,Large firm,2007
14206,-27.348,152.974,Private applicant,2007
14207,-37.779999,144.978,SME,2007
14208,-32.036999,115.833,SME,2006
14209,-32.075001,115.756,Private applicant,2007
14210,-32.075001,115.756,Private applicant,2007
14211,-35.282001,149.147,Large firm,2007
14212,-35.278999,149.146,Large firm,2007
14213,-37.883999,145.18201,Private applicant,2006
14214,-35.278999,149.146,Large firm,2007
14215,-34.723999,138.642,SME,2007
14216,-35.408001,149.11501,Private applicant,2007
14217,-37.813999,144.96001,Large firm,2007
14218,-33.845001,151.07401,Large firm,2007
14219,-37.821999,145.032,SME,2007
14220,-33.845001,151.07401,Large firm,2007
14221,-27.665001,153.235,SME,2008
14222,-31.987,115.872,SME,2007
14223,-33.855999,151.177,SME,2007
14224,-33.855999,151.177,SME,2007
14225,-33.855999,151.177,SME,2007
14226,-32.924999,151.731,SME,2007
14227,-33.715,151.09599,Private applicant,2007
14228,-37.506001,145.166,SME,2007
14229,-33.868,151.172,Private applicant,2007
14230,-37.779999,144.946,SME,2007
14231,-32.894001,151.724,SME,2006
14232,-33.786999,151.12601,SME,2007
14233,-37.866001,144.897,SME,2007
14234,-33.813999,151.17799,SME,2007
14235,-31.947001,115.834,Private applicant,2007
14236,-27.752001,153.256,SME,2007
14237,-27.606001,153.028,SME,2007
14238,-33.792,151.177,Private applicant,2007
14239,-33.75,151.283,Private applicant,2007
14240,-27.485001,152.993,SME,2007
14241,-27.712999,153.21001,Private applicant,2007
14242,-33.755001,151.08501,Private applicant,2007
14243,-35.257999,149.11301,Private applicant,2006
14244,-28.131001,153.48599,Private applicant,2007
14245,-32.119999,115.773,Private applicant,2007
14246,-33.855999,151.177,SME,2007
14247,-33.855999,151.177,SME,2007
14248,-33.855999,151.177,SME,2007
14249,-37.708,144.99001,Large firm,2007
14250,-38.098999,145.16299,SME,2007
14251,-32.054001,115.806,Private applicant,2007
14252,-33.832001,151.16701,Private applicant,2007
14253,-27.563999,153.224,Private applicant,2007
14254,-34.911999,138.57001,Large firm,2007
14255,-33.896999,151.19501,Large firm,2007
14256,-37.792,144.83299,Large firm,2007
14257,-36.707001,144.31799,SME,2007
14258,-33.865002,151.207,SME,2007
14259,-35.338001,149.245,Large firm,2007
14260,-27.322001,152.99001,SME,2007
14261,-33.804001,151.101,Private applicant,2007
14262,-27.535999,152.922,SME,2007
14263,-33.759998,150.91,SME,2007
14264,-37.817001,144.96899,SME,2007
14265,-33.786999,151.12601,SME,2007
14266,-33.766998,150.963,Large firm,2007
14267,-27.466999,153.02901,SME,2007
14268,-33.784,151.12801,SME,2007
14269,-31.947001,115.834,Large firm,2007
14270,-33.779999,151.12,SME,2007
14271,-33.834,151.048,SME,2007
14272,-33.817001,151.022,SME,2007
14273,-33.757999,150.71201,SME,2007
14274,-27.535,153.201,Private applicant,2007
14275,-31.952,115.843,SME,2007
14276,-33.923,151.18401,SME,2007
14277,-33.867001,151.20399,SME,2006
14278,-33.754002,151.246,Large firm,2007
14279,-33.867001,151.202,Large firm,2007
14280,-37.844002,144.978,SME,2007
14281,-32.740002,151.862,Private applicant,2007
14282,-32.728001,152.00101,Private applicant,2007
14283,-28.839001,153.554,SME,2007
14284,-27.485001,152.994,SME,2007
14285,-31.950001,115.842,Private applicant,2007
14286,-37.818001,144.957,Large firm,2007
14287,-28.037001,153.42,Private applicant,2007
14288,-27.490999,153.09599,Private applicant,2007
14289,-27.490999,153.09599,Private applicant,2007
14290,39.096001,-84.637001,SME,2007
14291,-33.867001,151.21201,SME,2007
14292,-33.786999,151.12601,SME,2007
14293,-37.523998,143.808,SME,2007
14294,-37.898998,145.088,SME,2007
14295,-37.792999,145.07201,SME,2007
14296,-37.799999,144.95799,Large firm,2007
14297,-37.814999,144.968,SME,2007
14298,-35.278999,149.146,Large firm,2007
14299,-37.820999,144.90199,Large firm,2007
14300,-32.896,151.70399,Large firm,2007
14301,-31.982,115.81,Private applicant,2007
14302,-33.870998,151.20599,SME,2007
14303,-33.922001,151.186,SME,2007
14304,-35.391998,138.463,Private applicant,2006
14305,-34.911999,138.55701,SME,2006
14306,-26.398001,153.093,SME,2007
14307,-31.948999,115.865,SME,2007
14308,-33.827,151.23199,SME,2007
14309,-33.736,151.283,SME,2007
14310,-33.924999,150.93201,SME,2007
14311,-33.924999,150.93201,SME,2007
14312,-33.765999,151.194,SME,2007
14313,-38.167999,145.09399,Private applicant,2007
14314,-27.502001,153.007,Large firm,2007
14315,-33.919998,151.22701,Large firm,2007
14316,-28.819,153.3,Private applicant,2007
14317,-28.819,153.3,Private applicant,2007
14318,-38.210999,146.14999,Private applicant,2007
14319,-33.834999,148.69099,Private applicant,2007
14320,-34.816002,138.625,SME,2008
14321,-27.490999,153.09599,SME,2007
14322,-34.028999,151.132,SME,2007
14323,-33.886002,150.99001,SME,2007
14324,-33.886002,150.99001,SME,2007
14325,-33.886002,150.99001,SME,2007
14326,-33.886002,150.99001,SME,2007
14327,-33.886002,150.99001,SME,2007
14328,-33.886002,150.99001,SME,2007
14329,-33.862999,151.211,SME,2007
14330,-32.000999,115.919,SME,2007
14331,-35.278999,149.146,Large firm,2007
14332,-35.278999,149.146,SME,2007
14333,-16.499001,145.463,Private applicant,2007
14334,-33.919998,151.228,Large firm,2007
14335,-37.91,145.24699,SME,2007
14336,-31.958,115.867,SME,2007
14337,-31.996,115.889,Large firm,2007
14338,-35.278,149.112,SME,2007
14339,-38.209,144.30701,SME,2007
14340,-37.916,145.138,Large firm,2007
14341,-31.907,115.862,SME,2007
14342,-31.927,115.949,SME,2007
14343,-37.821999,145.026,SME,2007
14344,-37.821999,145.026,SME,2007
14345,-37.898998,145.088,SME,2007
14346,-33.766998,150.963,Large firm,2007
14347,-33.935001,150.994,Large firm,2007
14348,-27.722,152.69701,Private applicant,2006
14349,-37.757,145.13699,SME,2007
14350,-38.196999,145.15601,SME,2007
14351,-27.208,153.11,Private applicant,2007
14352,-31.978001,115.806,SME,2006
14353,-31.995001,115.926,SME,2007
14354,-33.737999,151.14,SME,2007
14355,-41.056,145.90601,SME,2007
14356,-37.799999,144.95799,Large firm,2007
14357,-37.803001,144.97701,SME,2007
14358,-37.873001,145.229,SME,2007
14359,-37.551998,143.799,Private applicant,2007
14360,-33.026001,116.879,SME,2007
14361,-37.852001,144.993,SME,2007
14362,-37.806999,144.974,SME,2007
14363,-37.799,144.96201,SME,2007
14364,-27.448999,153.02699,SME,2007
14365,-33.919998,151.228,Large firm,2007
14366,-37.974998,145.077,Private applicant,2007
14367,-27.438999,153.01601,Private applicant,2007
14368,-37.816002,144.95599,SME,2006
14369,-27.583,152.964,SME,2007
14370,-27.528,153.26601,SME,2007
14371,-42.883999,147.33,SME,2007
14372,-31.954,115.856,SME,2007
14373,-37.523998,143.808,SME,2007
14374,-33.786999,151.12601,SME,2007
14375,-32.924,151.756,SME,2007
14376,-26.650999,153.089,Private applicant,2007
14377,-34.43,150.88,SME,2007
14378,-33.816002,151.03,Large firm,2007
14379,-32.054001,115.806,Private applicant,2007
14380,-32.910999,151.756,Private applicant,2007
14381,-34.543999,146.41,Private applicant,2007
14382,-27.718,153.049,Private applicant,2007
14383,-33.939999,151.036,SME,2007
14384,-27.490999,153.09599,SME,2007
14385,-34.712002,138.685,Large firm,2006
14386,-37.808998,144.94901,SME,2007
14387,-31.933001,115.868,Private applicant,2007
14388,-33.863998,151.20799,SME,2007
14389,-33.766998,150.963,Large firm,2007
14390,-27.576,153.088,SME,2007
14391,-27.576,153.088,SME,2007
14392,-33.789001,151.133,SME,2007
14393,-37.799999,144.96201,SME,2007
14394,-33.825001,151.091,SME,2007
14395,-37.757,144.995,SME,2007
14396,-33.77,151.16299,SME,2007
14397,-33.816002,151.03,Large firm,2007
14398,-37.823002,144.967,SME,2007
14399,-33.832001,151.22099,SME,2007
14400,-33.709999,151.10899,SME,2007
14401,-35.278999,149.146,Large firm,2007
14402,-32.699001,151.59399,Private applicant,2007
14403,-32.994999,151.633,Private applicant,2007
14404,-33.796001,151.123,SME,2007
14405,-37.789001,144.959,Large firm,2007
14406,-33.773998,151.11301,SME,2007
14407,-33.794998,151.14,SME,2007
14408,-31.909,152.46001,SME,2006
14409,-27.577,153.095,SME,2006
14410,-27.427,153.10899,SME,2007
14411,-33.847,151.12801,SME,2007
14412,-37.659,144.965,SME,2007
14413,-38.560001,146.67101,Private applicant,2007
14414,-27.413,153.076,SME,2007
14415,-33.723,151.045,Private applicant,2007
14416,-33.855999,151.18401,SME,2007
14417,-34.723999,138.642,SME,2007
14418,-27.197001,153.10699,Private applicant,2007
14419,-33.837002,151.03799,SME,2007
14420,-27.486,152.994,SME,2007
14421,-37.859001,145.05701,SME,2007
14422,-34.931,138.595,SME,2007
14423,-37.799,144.95599,Large firm,2007
14424,-27.565001,153.052,Private applicant,2007
14425,-37.813999,144.972,Large firm,2007
14426,-35.278999,149.146,Large firm,2007
14427,-27.492001,153.035,SME,2007
14428,-37.881001,145.131,Private applicant,2007
14429,-38.183998,145.224,Private applicant,2007
14430,-27.576,153.088,SME,2007
14431,-27.576,153.088,SME,2007
14432,-33.800999,151.297,Private applicant,2006
14433,-33.867001,151.21201,SME,2007
14434,-34.970001,138.638,Large firm,2007
14435,-33.919998,151.228,Large firm,2007
14436,-38.118,145.13499,Private applicant,2007
14437,-38.118,145.13499,Private applicant,2007
14438,-33.912998,151.198,Large firm,2007
14439,-27.521999,153.194,SME,2007
14440,-37.798,144.964,SME,2007
14441,-37.849998,144.78999,Large firm,2007
14442,-27.579,153.09599,SME,2007
14443,-37.799999,144.95799,Large firm,2007
14444,-33.889,151.187,SME,2007
14445,-34.924999,138.59801,SME,2007
14446,-34.953999,138.636,SME,2007
14447,-33.817001,151.022,SME,2007
14448,-33.872002,151.20399,SME,2007
14449,-35.278999,149.146,Large firm,2007
14450,-33.650002,151.04401,SME,2007
14451,-27.497999,152.96201,Private applicant,2007
14452,-37.974998,145.064,Large firm,2007
14453,-31.982,115.788,SME,2007
14454,-31.951,115.842,SME,2007
14455,-33.813999,151.002,SME,2007
14456,-27.084999,152.983,SME,2007
14457,-37.813999,144.96001,Large firm,2007
14458,-27.582001,151.939,SME,2007
14459,-26.624001,152.94299,Private applicant,2007
14460,-33.708,151.215,SME,2007
14461,-37.77,144.95,Large firm,2007
14462,-33.786999,151.285,Private applicant,2007
14463,-33.404999,151.40401,Private applicant,2007
14464,-33.816002,151.03,Large firm,2007
14465,-35.18,149.11501,SME,2007
14466,-37.956001,145.047,Private applicant,2007
14467,-37.82,145.16,SME,2007
14468,-37.830002,144.987,SME,2007
14469,-37.839001,144.98801,SME,2007
14470,-37.926998,145.229,SME,2007
14471,-38.241001,145.054,SME,2007
14472,-38.099998,145.14799,SME,2007
14473,-33.786999,151.12601,SME,2007
14474,-37.625999,144.942,SME,2007
14475,-34.923,138.599,SME,2007
14476,-35.278999,149.146,Large firm,2007
14477,-34.912998,138.625,SME,2007
14478,-37.849998,144.78999,Large firm,2007
14479,-37.915001,145.158,SME,2007
14480,-36.741001,144.267,SME,2007
14481,-31.944,115.844,SME,2007
14482,-33.866001,151.209,SME,2007
14483,-37.909,145.064,Large firm,2007
14484,-34.854,138.58299,SME,2007
14485,-33.868,151.20599,Large firm,2007
14486,-35.278999,149.146,Large firm,2007
14487,-27.573,153.272,SME,2007
14488,-37.708,144.86501,SME,2007
14489,-37.813999,144.972,Large firm,2007
14490,-33.841,151.209,SME,2007
14491,-33.921001,151.19299,SME,2007
14492,-33.931999,150.995,SME,2007
14493,-37.796001,145.17101,SME,2007
14494,-35.283001,149.116,SME,2007
14495,-32.248001,148.603,SME,2007
14496,-32.248001,148.603,SME,2007
14497,-37.834,144.974,SME,2007
14498,-35.278999,149.146,Large firm,2007
14499,-34.655998,138.722,Private applicant,2007
14500,-32.924,151.756,SME,2007
14501,-34.911999,138.55701,SME,2007
14502,-37.779999,144.978,SME,2007
14503,-31.864,115.808,SME,2007
14504,-33.817001,151.022,SME,2007
14505,-28.112,153.43401,SME,2007
14506,-33.794998,151.187,SME,2007
14507,-33.875,151.20799,Large firm,2007
14508,-33.693001,151.02,SME,2007
14509,-36.137001,146.873,Private applicant,2007
14510,-38.001999,145.116,SME,2007
14511,-37.763,145.058,SME,2007
14512,-37.804001,144.851,SME,2007
14513,-33.880001,151.22099,SME,2007
14514,-33.866001,151.272,SME,2007
14515,-27.966999,153.412,SME,2007
14516,-33.786999,151.12601,SME,2007
14517,-37.811001,144.967,SME,2007
14518,-31.964001,115.946,SME,2007
14519,-31.954,115.856,SME,2007
14520,-33.785,151.168,SME,2007
14521,-33.865002,151.21001,SME,2007
14522,-38.066002,145.29401,SME,2007
14523,-31.841,115.774,SME,2007
14524,-21.099001,149.166,Private applicant,2007
14525,-37.804001,144.95,SME,2007
14526,-37.830002,144.987,SME,2007
14527,-37.839001,144.98801,SME,2007
14528,-33.816002,151.03,Large firm,2007
14529,-33.834,151.127,SME,2007
14530,-37.849998,144.864,Private applicant,2007
14531,-33.865002,151.21201,SME,2007
14532,-38.150002,144.36301,SME,2007
14533,-37.825001,145.29201,SME,2007
14534,-33.883999,151.16701,SME,2007
14535,-30.353001,153.091,SME,2007
14536,-35.023998,138.52299,SME,2007
14537,-27.503,153.257,SME,2007
14538,-35.381001,149.05901,Private applicant,2007
14539,-35.381001,149.05901,Private applicant,2007
14540,-33.816002,151.17999,SME,2007
14541,-33.812,151.07201,Large firm,2007
14542,-33.867001,151.21201,SME,2007
14543,-32.929001,151.765,SME,2007
14544,-34.924,138.604,Large firm,2007
14545,-27.872999,153.3,Private applicant,2008
14546,-37.799999,144.95799,Large firm,2007
14547,-34.723999,138.642,SME,2007
14548,-37.818001,144.963,Large firm,2007
14549,-37.792,145.035,Private applicant,2007
14550,-33.773998,150.959,SME,2007
14551,-33.867001,151.21001,SME,2007
14552,-37.84,144.92599,SME,2007
14553,-33.867001,151.09599,SME,2007
14554,-37.841,145.007,SME,2007
14555,-27.448999,153.02699,SME,2007
14556,-31.909,115.915,SME,2007
14557,-27.530001,153.09599,SME,2007
14558,-37.819,144.957,SME,2007
14559,-31.996,115.868,SME,2007
14560,-30.851999,143.08501,Private applicant,2007
14561,-37.870998,145.06,Private applicant,2007
14562,-37.560001,144.70799,Private applicant,2007
14563,-27.488001,153.054,SME,2007
14564,-31.947001,115.832,Large firm,2007
14565,-31.802,115.858,Private applicant,2007
14566,-31.763,115.756,SME,2007
14567,-30.774,121.487,SME,2007
14568,-37.769001,145.105,SME,2007
14569,-37.764,145.03,Private applicant,2008
14570,-37.813999,144.97,SME,2007
14571,-37.813999,144.97,SME,2007
14572,-33.438,151.355,SME,2007
14573,-33.794998,151.142,SME,2007
14574,-27.490999,153.09599,Private applicant,2007
14575,-38.109001,145.166,Private applicant,2007
14576,-38.109001,145.166,Private applicant,2007
14577,-37.813999,144.97,SME,2007
14578,-27.5,153.015,SME,2007
14579,-35.466999,149.08501,SME,2007
14580,-33.919998,151.22701,Large firm,2007
14581,-41.353001,146.474,Private applicant,2007
14582,-41.228001,146.427,Private applicant,2007
14583,-37.824001,145.049,SME,2007
14584,-37.813999,144.974,SME,2007
14585,-27.325001,152.944,SME,2007
14586,-31.983,116.044,Private applicant,2007
14587,-33.771,150.95799,SME,2007
14588,-27.485001,153.02699,SME,2007
14589,-37.903,145.222,SME,2007
14590,-35.283001,149.116,SME,2007
14591,-31.488001,118.272,SME,2007
14592,47.785,-122.387,SME,2007
14593,-37.812,144.976,Large firm,2007
14594,-33.838001,151.04601,SME,2007
14595,-37.983002,145.033,Private applicant,2007
14596,-37.983002,145.033,Private applicant,2007
14597,-33.895,151.19501,Large firm,2007
14598,-37.813999,144.97,SME,2007
14599,-37.813999,144.97,SME,2007
14600,-32.924,151.756,SME,2007
14601,-37.814999,144.968,SME,2007
14602,-27.645,152.774,Private applicant,2007
14603,-33.923,150.922,SME,2007
14604,-27.91,153.40601,Private applicant,2007
14605,-37.858002,145.17101,Private applicant,2006
14606,-34.921001,138.60899,Large firm,2007
14607,-37.817001,144.963,SME,2007
14608,-33.981998,151.14,SME,2007
14609,-33.866001,151.21201,SME,2007
14610,-27.493999,153.00301,Large firm,2007
14611,-33.803001,150.98801,SME,2007
14612,-37.792999,145.07201,SME,2007
14613,-37.898998,145.088,SME,2007
14614,-27.469999,153.045,Private applicant,2007
14615,-27.466999,153.028,SME,2007
14616,-37.808998,144.88499,Private applicant,2007
14617,-37.779999,144.978,SME,2007
14618,-37.779999,144.978,SME,2007
14619,-37.779999,144.978,SME,2007
14620,-33.882999,151.185,Private applicant,2007
14621,-32.116001,133.673,SME,2007
14622,-28.105,153.42999,SME,2007
14623,-37.916,145.138,Large firm,2007
14624,-33.882,151.17999,Private applicant,2007
14625,-33.917999,151.2,SME,2007
14626,-33.868999,150.899,SME,2007
14627,-31.948999,115.946,SME,2007
14628,-32.069,115.833,Large firm,2007
14629,-37.779999,145.207,Private applicant,2007
14630,-33.787998,151.267,SME,2007
14631,-27.415001,153.01601,SME,2007
14632,-33.794998,151.142,SME,2007
14633,-26.417999,153.082,SME,2007
14634,-43.025002,147.045,Private applicant,2007
14635,-33.949001,151.198,Private applicant,2007
14636,-27.499001,153.01199,SME,2007
14637,-32.069,115.833,Large firm,2007
14638,-26.635,152.87199,SME,2007
14639,-37.870998,145.039,SME,2007
14640,-35.278999,149.146,Large firm,2007
14641,-33.817001,151.022,SME,2007
14642,-33.742001,150.97301,SME,2007
14643,-37.887001,145.039,Private applicant,2007
14644,-37.883999,145.02499,Private applicant,2007
14645,-35.278999,149.146,Large firm,2007
14646,-33.881001,151.211,Private applicant,2007
14647,-20.704,140.506,SME,2007
14648,-20.704,140.506,SME,2007
14649,-37.816002,144.957,SME,2006
14650,-26.417999,153.082,SME,2007
14651,-33.803001,150.98801,SME,2007
14652,-32.069,115.833,Large firm,2007
14653,-31.954,115.851,SME,2007
14654,-31.954,115.851,SME,2007
14655,-27.959,153.33701,Private applicant,2007
14656,-26.458,152.95799,Private applicant,2007
14657,-33.863998,151.20399,Large firm,2007
14658,-32.907001,151.69099,Private applicant,2007
14659,-34.924,138.604,Large firm,2007
14660,-33.959999,151.15601,SME,2007
14661,-27.459,153.18401,SME,2006
14662,-34.952,138.632,Private applicant,2006
14663,-31.954,115.856,SME,2007
14664,-33.617001,115.104,SME,2006
14665,-31.878,115.999,Private applicant,2006
14666,-31.857,115.808,SME,2007
14667,-35.278999,149.146,Large firm,2007
14668,-37.806999,144.841,Large firm,2007
14669,-33.766998,150.963,Large firm,2007
14670,-32.928001,151.785,SME,2007
14671,-27.514,152.98,SME,2007
14672,-31.973,115.803,Private applicant,2007
14673,-38.358002,144.92799,Private applicant,2007
14674,-34.408001,150.879,Large firm,2007
14675,-37.924,145.149,SME,2007
14676,-37.844002,144.992,Private applicant,2007
14677,-37.917999,145.10899,SME,2007
14678,-33.825001,151.091,SME,2007
14679,-33.911999,151.2,Large firm,2007
14680,-27.535999,152.922,SME,2007
14681,-37.673,145.03799,Private applicant,2007
14682,-16.556,145.37199,Private applicant,2007
14683,-35.109001,138.502,Private applicant,2007
14684,-32.049999,115.826,SME,2007
14685,-37.816002,144.95799,SME,2007
14686,-28.080999,153.42101,Private applicant,2007
14687,-28.080999,153.42101,Private applicant,2007
14688,-33.007,151.711,Private applicant,2007
14689,-37.978001,145.086,SME,2007
14690,-37.84,145.008,SME,2007
14691,-33.911999,151.2,Large firm,2007
14692,-33.911999,151.2,Large firm,2007
14693,-32.894001,151.724,Large firm,2007
14694,-34.422001,137.916,Private applicant,2007
14695,-33.855999,151.177,SME,2007
14696,-27.396999,153.033,SME,2007
14697,-33.782001,151.09801,Large firm,2007
14698,-27.469,153.022,SME,2007
14699,-33.863998,151.20799,SME,2007
14700,-37.813999,144.972,Large firm,2007
14701,-37.976002,145.114,SME,2007
14702,-33.789001,151.185,SME,2007
14703,-33.803001,150.98801,SME,2007
14704,-33.733002,150.964,Large firm,2005
14705,-27.58,152.901,SME,2007
14706,-33.999001,150.85699,SME,2007
14707,-27.934999,153.33701,SME,2007
14708,-42.883999,147.327,Private applicant,2007
14709,-32.036999,115.991,SME,2007
14710,-37.652,145.213,Private applicant,2007
14711,-27.466999,153.02699,SME,2007
14712,-27.903,153.317,Private applicant,2007
14713,-37.811001,145.01401,SME,2007
14714,-33.855999,151.177,SME,2007
14715,-35.278999,149.146,Large firm,2007
14716,-33.855999,151.177,SME,2007
14717,-33.824001,151.2,SME,2007
14718,-37.779999,144.946,SME,2007
14719,-37.817001,144.963,SME,2007
14720,-31.99,115.881,SME,2007
14721,-31.99,115.881,SME,2007
14722,-31.993,115.889,Large firm,2008
14723,-27.458,153.099,SME,2007
14724,-33.889999,151.21201,Private applicant,2007
14725,-27.094,153.16701,Private applicant,2008
14726,-34.900002,138.56799,SME,2007
14727,-35.278999,149.146,Large firm,2008
14728,-33.855,151.086,Private applicant,2007
14729,-37.720001,144.836,SME,2008
14730,-37.779999,144.946,SME,2007
14731,-35.278999,149.146,Large firm,2007
14732,-33.766998,150.963,Large firm,2007
14733,-33.855999,151.177,SME,2008
14734,-37.811001,144.967,SME,2008
14735,-33.855999,151.177,SME,2008
14736,-34.957001,138.54201,SME,2008
14737,-32.584,115.831,Private applicant,2008
14738,-27.490999,153.127,Private applicant,2007
14739,-27.999001,153.388,Private applicant,2008
14740,-28.011,153.414,Private applicant,2008
14741,-27.989,153.319,Private applicant,2008
14742,-33.841,151.207,SME,2008
14743,-33.801998,151.252,Private applicant,2008
14744,-37.835999,144.991,Private applicant,2005
14745,-33.810001,151.136,SME,2005
14746,-27.99,153.395,Private applicant,2005
14747,-33.324001,149.03999,Private applicant,2005
14748,-33.625999,151.327,Private applicant,2005
14749,-33.833,151.218,SME,2005
14750,-27.597,153.101,Private applicant,2005
14751,-38.408001,144.186,Private applicant,2005
14752,-37.919998,145.062,Private applicant,2005
14753,-37.817001,144.959,SME,2005
14754,-37.762001,145.119,Private applicant,2005
14755,-30.382999,152.897,Private applicant,2005
14756,-33.931,151.108,Private applicant,2005
14757,-33.855999,151.177,SME,2005
14758,-33.919998,151.22701,Large firm,2005
14759,-37.782001,145.08299,Private applicant,2005
14760,-37.749001,145.354,SME,2005
14761,-31.92,115.931,SME,2005
14762,-27.125,152.97301,Private applicant,2005
14763,-34.942001,138.58501,SME,2005
14764,-33.773998,151.117,Large firm,2005
14765,-34.058998,151.119,Private applicant,2005
14766,-33.964001,151.116,Private applicant,2005
14767,-33.805,151.196,Private applicant,2005
14768,-31.973,115.803,Private applicant,2005
14769,-31.947001,115.842,Large firm,2005
14770,-37.922001,145.125,SME,2005
14771,-31.947001,115.842,Large firm,2005
14772,-31.947001,115.842,Large firm,2005
14773,-27.514,152.98,SME,2005
14774,-27.509001,153.02901,Private applicant,2005
14775,-33.870998,151.21899,SME,2005
14776,-37.759998,145.19501,SME,2005
14777,-33.667,150.80499,Private applicant,2005
14778,-33.426998,151.32201,Private applicant,2005
14779,-27.535999,152.922,SME,2005
14780,-33.421001,151.34,SME,2005
14781,-33.421001,151.34,SME,2005
14782,-37.799999,144.95799,Large firm,2005
14783,-37.808998,145.119,Private applicant,2005
14784,-37.943001,145.356,Private applicant,2005
14785,-27.357,153.05901,Private applicant,2005
14786,-32.061001,115.789,Private applicant,2005
14787,-36.778,144.312,Private applicant,2005
14788,-36.778,144.312,Private applicant,2005
14789,-28.733,153.22501,Private applicant,2005
14790,-37.886002,145.069,Private applicant,2005
14791,-37.813999,144.97,SME,2005
14792,-33.799999,150.922,SME,2005
14793,-33.831001,151.20399,SME,2005
14794,-31.927,116.181,Private applicant,2005
14795,-37.063,144.23399,Private applicant,2005
14796,-37.979,145.08299,SME,2005
14797,-31.966,115.839,SME,2005
14798,-37.924,145.149,SME,2005
14799,-38.006001,145.11,SME,2005
14800,-35.278999,149.146,SME,2005
14801,-34.797001,138.5,Private applicant,2005
14802,-34.970001,138.51801,Private applicant,2005
14803,-34.457001,150.849,SME,2005
14804,-33.919998,151.241,Private applicant,2005
14805,-33.895,151.19501,SME,2005
14806,-33.919998,151.241,Private applicant,2005
14807,-27.584999,152.77699,Private applicant,2005
14808,-34.408001,150.879,Large firm,2005
14809,-34.941002,138.608,SME,2005
14810,-34.941002,138.608,SME,2005
14811,-33.831001,151.20399,SME,2005
14812,-33.766998,151.278,SME,2005
14813,-31.802999,115.845,SME,2005
14814,-35.278999,149.146,Large firm,2005
14815,-38.389,144.80099,Private applicant,2005
14816,-37.900002,145.226,Private applicant,2005
14817,-32.946999,151.74899,Private applicant,2005
14818,-38.195,144.30499,Large firm,2005
14819,-37.849998,145.045,SME,2005
14820,-37.817001,144.959,SME,2005
14821,-37.790001,145.21001,Private applicant,2005
14822,-27.969,153.416,Private applicant,2005
14823,-27.969,153.416,Private applicant,2005
14824,-27.500999,153.05701,SME,2005
14825,-27.188,153.008,Private applicant,2005
14826,-37.817001,144.961,SME,2005
14827,-37.818001,144.96201,SME,2005
14828,-31.952,115.843,SME,2005
14829,47.785,-122.387,SME,2005
14830,-37.716999,145.158,Private applicant,2005
14831,-37.716999,145.158,Private applicant,2005
14832,-27.558001,151.94501,SME,2005
14833,-26.662001,153.101,Private applicant,2005
14834,-33.811001,151.03,SME,2005
14835,-38.09,145.87399,Private applicant,2005
14836,-37.748001,144.8,SME,2005
14837,-34.911999,138.55701,SME,2005
14838,-33.786999,151.12601,SME,2005
14839,-33.889,151.187,SME,2005
14840,-33.905998,151.24699,Private applicant,2005
14841,-37.645,144.94501,SME,2005
14842,-37.813999,144.97,SME,2005
14843,-37.813999,144.97,SME,2005
14844,-31.865999,115.811,SME,2005
14845,-33.728001,151.121,SME,2005
14846,-33.903999,151.21001,SME,2005
14847,-37.813999,144.97,SME,2005
14848,-34.999001,138.576,SME,2005
14849,-33.915001,151.20599,SME,2005
14850,-34.077999,151.011,SME,2005
14851,-33.816002,151.192,SME,2005
14852,-37.806999,144.81599,Large firm,2005
14853,-32.111,115.82,SME,2005
14854,-37.818001,144.96201,SME,2005
14855,-19.297001,146.769,Private applicant,2005
14856,-31.98,115.8,SME,2005
14857,-33.786999,151.12601,SME,2005
14858,-34.917999,138.606,SME,2005
14859,-32.926998,151.787,Private applicant,2005
14860,-38.196999,145.077,Private applicant,2005
14861,-33.558998,115.064,SME,2005
14862,-28.156,153.44299,SME,2005
14863,-37.691002,145.03999,SME,2005
14864,-33.835999,151.207,SME,2005
14865,-33.749001,151.017,Private applicant,2005
