UID,lat,lon,applicant_type,application_year
41422,-33.786999,151.12601,SME,2009
41423,-33.786999,151.12601,SME,2009
41424,-33.786999,151.12601,SME,2009
41425,-33.786999,151.12601,SME,2009
41426,-38.342999,144.96201,Private applicant,2009
41427,-33.768002,151.269,SME,2009
41428,-33.768002,151.269,SME,2009
41429,-33.847,151.041,SME,2009
41430,-38.021999,145.293,SME,2009
41431,-33.992001,151.13499,Private applicant,2009
41432,-33.786999,151.12601,SME,2009
41433,-33.879002,151.166,SME,2009
41434,-33.938999,151.19701,SME,2009
41435,-32.894001,151.724,Large firm,2009
41436,-27.944,153.39999,Private applicant,2009
41437,-35.332001,149.186,SME,2009
41438,-27.344,152.996,Private applicant,2009
41439,-33.84,151.207,SME,2009
41440,-32.894001,151.724,Large firm,2009
41441,-33.82,151.13499,Private applicant,2009
41442,-33.786999,151.12601,SME,2009
41443,-26.194,152.72301,Private applicant,2009
41444,-19.253,146.653,Private applicant,2009
41445,-38.018002,145.271,SME,2009
41446,-33.682999,151.226,Private applicant,2009
41447,-33.729,151.08501,Private applicant,2009
41448,-37.858002,145.189,Private applicant,2009
41449,-33.813999,151.10699,SME,2009
41450,-27.929001,153.353,Private applicant,2009
41451,-33.786999,151.12601,SME,2009
41452,-28.107,153.351,SME,2009
41453,-33.786999,151.12601,SME,2009
41454,-34.472,150.87199,SME,2009
41455,-34.472,150.87199,Private applicant,2009
41456,-33.786999,151.12601,SME,2009
41457,-25.493,152.666,SME,2009
41458,-40.837002,145.119,SME,2009
41459,-37.648998,144.94299,SME,2009
41460,-35.334,149.03,Private applicant,2009
41461,-38.381001,144.856,Private applicant,2009
41462,-38.014999,145.27299,Large firm,2009
41463,-28.245001,153.556,SME,2009
41464,-37.907001,145.103,SME,2009
41465,-37.848,144.791,SME,2009
41466,-37.848,144.791,SME,2009
41467,-28.245001,153.556,SME,2009
41468,-33.776001,150.94701,SME,2009
41469,-34.013,151.052,Private applicant,2009
41470,-34.013,151.052,Private applicant,2009
41471,-37.810001,144.786,SME,2009
41472,-33.786999,151.12601,SME,2009
41473,-33.786999,151.12601,SME,2009
41474,-32.124001,115.845,SME,2009
41475,-33.945,150.91299,Private applicant,2009
41476,-34.924999,138.60201,Large firm,2009
41477,-33.868,151.19,Private applicant,2009
41478,-25.25,152.821,Private applicant,2009
41479,-34.75,138.61,Private applicant,2009
41480,-31.482,152.905,Private applicant,2009
41481,-31.482,152.905,Private applicant,2009
41482,-37.811001,144.967,SME,2009
41483,-35.122002,147.381,Private applicant,2009
41484,-38.226002,145.173,Private applicant,2009
41485,-33.786999,151.12601,SME,2009
41486,-37.813999,144.97,Large firm,2009
41487,-27.424999,153.09399,Large firm,2009
41488,-27.424999,153.09399,Large firm,2009
41489,-37.813999,144.97,Large firm,2009
41490,-27.424999,153.09399,Large firm,2009
41491,-37.813999,144.97,Large firm,2009
41492,-37.813999,144.97,Large firm,2009
41493,-27.424999,153.09399,Large firm,2009
41494,-31.981001,115.924,SME,2009
41495,-35.028,138.519,Private applicant,2009
41496,-37.948002,145.2,Private applicant,2009
41497,-33.938999,151.19701,SME,2009
41498,-37.801998,147.442,Private applicant,2009
41499,-37.801998,147.442,Private applicant,2009
41500,-28.184999,153.52299,SME,2009
41501,-34.410999,150.896,Private applicant,2009
41502,-33.786999,151.12601,SME,2009
41503,-33.938999,151.19701,SME,2009
41504,-34.492001,150.425,Private applicant,2009
41505,-34.990002,138.571,SME,2009
41506,-33.939999,151.036,SME,2009
41507,-37.823002,144.855,SME,2009
41508,-35.278999,149.146,Large firm,2009
41509,-33.773998,150.959,Private applicant,2009
41510,-32.777,151.638,Private applicant,2009
41511,-33.884998,151.077,Private applicant,2009
41512,-33.884998,151.077,Private applicant,2009
41513,-37.814999,144.96001,Large firm,2009
41514,-27.533001,153.07899,SME,2009
41515,-37.832001,144.967,SME,2009
41516,-37.813999,144.97,SME,2009
41517,-33.786999,151.12601,SME,2009
41518,-37.949001,145.04401,SME,2009
41519,-37.813999,144.97,SME,2009
41520,-35.119999,139.125,Private applicant,2009
41521,-33.790001,150.996,SME,2009
41522,-34.990002,138.571,SME,2009
41523,-33.939999,150.935,SME,2009
41524,-33.786999,151.12601,SME,2009
41525,-33.756001,151.071,Private applicant,2009
41526,-42.962002,147.50101,Private applicant,2009
41527,-31.659,115.692,SME,2009
41528,-30.358999,153.05901,Private applicant,2009
41529,-33.764999,151.129,SME,2009
41530,-33.924,151.209,Private applicant,2009
41531,-26.797001,153.117,Large firm,2009
41532,-26.797001,153.117,Large firm,2009
41533,-37.846001,145.04401,Private applicant,2009
41534,-37.849998,144.985,SME,2009
41535,-37.025002,145.16299,SME,2009
41536,-33.799999,151.286,Private applicant,2009
41537,-37.931,144.754,Private applicant,2009
41538,-37.75,144.97301,Private applicant,2009
41539,-27.924,153.40401,Private applicant,2009
41540,-34.077999,150.819,Private applicant,2009
41541,-33.786999,151.12601,SME,2009
41542,-37.835999,144.968,SME,2009
41543,-36.247002,144.951,Private applicant,2009
41544,-36.247002,144.951,Private applicant,2009
41545,-37.779999,144.978,SME,2009
41546,-20.400999,148.58,Private applicant,2009
41547,-27.454,153.08,SME,2009
41548,-33.786999,151.12601,SME,2009
41549,-33.786999,151.12601,SME,2009
41550,-33.786999,151.12601,SME,2009
41551,-37.292999,144.951,SME,2009
41552,-27.360001,153,Private applicant,2009
41553,-33.786999,151.12601,SME,2009
41554,-33.786999,151.12601,SME,2009
41555,-37.835999,144.94,SME,2009
41556,-17.816,146.009,Private applicant,2009
41557,-33.834,151.039,Large firm,2009
41558,-33.786999,151.12601,SME,2009
41559,-37.810001,144.978,SME,2009
41560,-33.866001,151.209,SME,2009
41561,-33.786999,151.12601,SME,2009
41562,-37.816002,144.963,SME,2009
41563,-38.008999,145.27299,SME,2009
41564,-34.154999,138.418,SME,2009
41565,-33.93,151.145,SME,2009
41566,-33.93,151.145,SME,2009
41567,-35.299,149.132,SME,2009
41568,-27.992001,153.34399,SME,2009
41569,-35.278999,149.146,Large firm,2009
41570,-27.471001,153.007,SME,2009
41571,-33.772999,150.95399,Private applicant,2009
41572,-33.139,151.58501,Private applicant,2009
41573,-33.938999,151.00999,SME,2009
41574,-42.826,147.21201,Private applicant,2009
41575,-37.801998,144.968,SME,2009
41576,-34.903999,138.55099,SME,2009
41577,-34.426998,150.845,Private applicant,2009
41578,-30.794001,121.497,SME,2009
41579,-35.146999,147.347,Private applicant,2009
41580,-35.333,149.172,SME,2009
41581,-27.370001,153.05099,SME,2009
41582,-33.786999,151.12601,SME,2009
41583,-33.794998,151.179,SME,2009
41584,-33.752998,150.774,SME,2009
41585,-19.295,146.77901,Private applicant,2009
41586,-19.295,146.77901,Private applicant,2009
41587,-35.278999,149.146,Large firm,2009
41588,-33.786999,151.12601,SME,2009
41589,-34.925999,138.597,SME,2009
41590,-24.906,152.487,Private applicant,2009
41591,-37.713001,144.964,Large firm,2009
41592,-33.786999,151.12601,SME,2009
41593,-33.855999,151.177,SME,2009
41594,-16.912001,145.713,Private applicant,2009
41595,-25.539,152.69099,Private applicant,2009
41596,-35.119999,139.125,Private applicant,2009
41597,-35.119999,139.125,Private applicant,2009
41598,-37.792999,145.07201,SME,2009
41599,-37.898998,145.088,SME,2009
41600,-31.635,152.823,Private applicant,2009
41601,-37.924999,145.136,SME,2009
41602,-37.867001,145.252,SME,2009
41603,-38.013,145.2,Large firm,2009
41604,-37.839001,144.99699,SME,2009
41605,-19.292,146.771,SME,2009
41606,-33.865002,151.20599,SME,2009
41607,-28.052999,153.41499,Private applicant,2009
41608,-37.868,144.72701,SME,2009
41609,-27.253,150.94,Private applicant,2009
41610,-28.052999,153.41499,Private applicant,2009
41611,-19.297001,146.769,Private applicant,2009
41612,-23.378,150.50999,Large firm,2009
41613,-33.855999,151.177,SME,2009
41614,-37.82,145.16,SME,2009
41615,-37.803001,144.968,SME,2009
41616,-19.261,146.81599,SME,2009
41617,-33.624001,150.80901,SME,2009
41618,-37.963001,145.041,Private applicant,2009
41619,-33.939999,151.036,SME,2009
41620,-37.818001,145.153,Large firm,2009
41621,-37.987999,145.14799,SME,2009
41622,-37.723999,144.834,Private applicant,2009
41623,-35.112999,147.373,SME,2009
41624,-31.954,115.912,SME,2009
41625,-21.172001,149.16701,SME,2009
41626,-38.091999,145.159,SME,2009
41627,-38.006001,145.25999,SME,2009
41628,-26.709,152.951,SME,2009
41629,-33.834999,151.207,Large firm,2009
41630,-33.743,151.30099,SME,2009
41631,-36.122002,146.888,Large firm,2009
41632,-34.838001,138.53799,SME,2009
41633,-33.786999,151.12601,SME,2009
41634,-38.014999,145.27299,Large firm,2009
41635,-33.886002,151.239,Private applicant,2009
41636,-32.712002,151.49699,SME,2009
41637,-33.839001,151.209,Private applicant,2010
41638,-33.839001,151.209,Private applicant,2010
41639,-35.284,149.133,Large firm,2010
41640,-31.952999,115.843,SME,2009
41641,-33.813999,151.032,SME,2009
41642,-31.958,115.866,SME,2009
41643,-27.679001,153.073,SME,2009
41644,-35.331001,140.511,Private applicant,2009
41645,-28.099001,153.433,SME,2009
41646,-34.917999,138.55099,Large firm,2009
41647,-34.917999,138.55099,Large firm,2009
41648,-37.819,144.957,SME,2010
41649,-33.831001,151.22099,SME,2010
41650,-34.484001,150.416,SME,2010
41651,-33.722,151.16901,SME,2010
41652,-16.962999,145.726,Private applicant,2010
41653,-34.467999,147.72501,Private applicant,2011
41654,-41.465,147.155,Private applicant,2010
41655,-27.535999,152.922,SME,2010
41656,-32.056999,115.798,SME,2010
41657,-37.811001,144.967,SME,2010
41658,-37.811001,144.967,SME,2010
41659,-31.996,115.889,Large firm,2010
41660,-31.996,115.889,Large firm,2010
41661,-33.926998,151.125,SME,2010
41662,-32.952,151.75101,SME,2010
41663,-33.787998,151.267,SME,2011
41664,-34.411999,150.873,Private applicant,2010
41665,-34.048,151.12399,SME,2010
41666,-37.779999,144.978,SME,2010
41667,-38.028,145.34599,Private applicant,2010
41668,-27.59,152.93401,SME,2010
41669,-28.011999,153.41,SME,2010
41670,-33.258999,148.992,SME,2010
41671,-33.903,151.18201,Private applicant,2010
41672,-33.903,151.18201,Private applicant,2010
41673,-36.247002,144.951,Private applicant,2010
41674,-36.247002,144.951,Private applicant,2010
41675,-38.085999,145.50101,SME,2010
41676,-27.521999,153.19099,Private applicant,2010
41677,-27.427,153.10899,SME,2010
41678,-33.819,151.041,SME,2010
41679,-37.824001,144.923,SME,2010
41680,-27.576,153.088,SME,2010
41681,-36.248001,147.94501,Private applicant,2009
41682,-35.722,147.31599,Private applicant,2009
41683,-37.993,145.119,SME,2009
41684,-27.497999,153.131,SME,2009
41685,-27.577999,152.95799,SME,2009
41686,-33.863998,151.205,SME,2009
41687,-33.786999,151.12601,SME,2009
41688,-34.710999,150.08299,Private applicant,2009
41689,-28.334999,153.39999,Private applicant,2009
41690,-32.903,151.70599,SME,2009
41691,-33.867001,151.205,SME,2009
41692,-37.806999,144.81599,Large firm,2009
41693,-27.450001,152.946,Private applicant,2009
41694,-33.931999,150.838,Private applicant,2009
41695,-37.801998,145.078,SME,2009
41696,-33.292999,149.077,SME,2010
41697,-33.743999,150.91299,Private applicant,2010
41698,-37.779999,144.978,SME,2010
41699,-41.752998,147.211,SME,2010
41700,-27.985001,153.42101,SME,2010
41701,-37.814999,145.054,SME,2010
41702,-27.542999,153.123,SME,2009
41703,-37.813999,144.966,SME,2009
41704,-37.988998,145.037,SME,2009
41705,-31.865999,115.903,Private applicant,2009
41706,-31.865999,115.903,Private applicant,2009
41707,-37.799,144.96201,SME,2009
41708,-31.948999,115.823,SME,2009
41709,-32.001999,115.973,SME,2009
41710,-37.951,145.185,SME,2009
41711,-33.733002,150.965,SME,2009
41712,-34.977001,138.571,Large firm,2009
41713,-37.868,145.22099,Private applicant,2009
41714,-37.821999,145.026,SME,2009
41715,-33.786999,151.12601,SME,2009
41716,-37.695999,145.021,SME,2009
41717,-35.257999,149.078,Private applicant,2009
41718,-34.852001,138.57899,SME,2009
41719,-37.813999,144.972,Large firm,2009
41720,-27.76,153.237,SME,2009
41721,-27.540001,152.957,Private applicant,2009
41722,-37.589001,141.412,Private applicant,2009
41723,-31.790001,115.744,Private applicant,2009
41724,-37.731998,145.05701,SME,2009
41725,-33.862,151.04601,SME,2009
41726,-33.867001,151.129,SME,2009
41727,-32.028999,115.802,Private applicant,2009
41728,-28.073,153.41701,Large firm,2009
41729,-37.804001,144.832,SME,2009
41730,-37.804001,144.832,SME,2009
41731,-37.813999,144.97,SME,2009
41732,-33.708,151.215,SME,2009
41733,-33.868999,151.21001,Private applicant,2009
41734,-27.445999,152.95399,SME,2010
41735,-34.560001,150.808,SME,2010
41736,-33.921001,151.036,SME,2010
41737,-33.823002,151.201,SME,2010
41738,-33.853001,151.062,SME,2010
41739,-34.921001,138.60899,Large firm,2010
41740,-32.894001,151.724,Large firm,2010
41741,-32.894001,151.724,Large firm,2010
41742,-34.921001,138.60899,Large firm,2010
41743,-37.978001,145.091,SME,2010
41744,-33.919998,151.228,Large firm,2010
41745,-37.779999,144.978,SME,2010
41746,-35.278999,149.146,Large firm,2010
41747,-37.779999,144.978,SME,2010
41748,-37.779999,144.978,SME,2010
41749,-37.794998,144.951,SME,2010
41750,-37.915001,145.132,Large firm,2010
41751,-27.516001,153.041,SME,2010
41752,-31.987,115.87,SME,2010
41753,-37.973,145.08501,SME,2010
41754,-33.875,151.245,SME,2010
41755,-33.311001,149.10899,SME,2010
41756,-37.599998,145.438,Private applicant,2010
41757,-37.599998,145.438,Private applicant,2010
41758,-37.779999,144.978,SME,2010
41759,-32.896,151.70399,Large firm,2010
41760,-37.570999,143.814,SME,2009
41761,-23.305,150.517,Private applicant,2009
41762,-19.297001,146.769,Private applicant,2009
41763,-34.451,150.826,Private applicant,2009
41764,-33.841,150.94501,Large firm,2009
41765,-37.839001,144.99699,SME,2009
41766,-27.414,153.091,Large firm,2009
41767,-32.888,151.717,SME,2009
41768,-37.765999,145.39999,SME,2009
41769,-28.108999,153.42599,SME,2009
41770,-32.894001,151.724,Large firm,2009
41771,-38.164001,145.94299,SME,2009
41772,-37.910999,145.02299,Private applicant,2009
41773,-28.004,153.311,Private applicant,2009
41774,-38.152,144.349,SME,2009
41775,-37.813999,144.97,SME,2009
41776,-33.862999,151.209,SME,2009
41777,-37.993999,145.08701,Private applicant,2009
41778,-27.548,153.034,Private applicant,2009
41779,-37.664001,144.881,Large firm,2009
41780,-32.82,151.707,SME,2009
41781,-30.285999,153.127,SME,2009
41782,-27.052999,152.94,Private applicant,2009
41783,-37.861,144.978,Private applicant,2009
41784,-37.861,144.978,Private applicant,2009
41785,-35.283001,149.14,Private applicant,2009
41786,-35.292999,149.151,Private applicant,2009
41787,-35.280998,149.14101,Private applicant,2009
41788,-33.772999,151.08299,SME,2009
41789,-35.388,149.08501,Private applicant,2009
41790,-35.359001,149.20599,Private applicant,2009
41791,-33.786999,151.12601,SME,2009
41792,-35.278999,149.146,Large firm,2009
41793,-34.977001,138.571,Large firm,2009
41794,-37.806,145.02299,Private applicant,2009
41795,-25.558001,152.662,Private applicant,2009
41796,-37.907001,145.103,SME,2009
41797,-33.879002,151.22099,SME,2010
41798,-33.993,150.86,SME,2010
41799,-35.285999,149.145,SME,2010
41800,-31.910999,116.075,Private applicant,2010
41801,-35.278999,149.146,Large firm,2010
41802,-34.914001,138.56799,SME,2010
41803,-31.944,115.862,SME,2010
41804,-37.916,145.138,Large firm,2010
41805,-33.752998,151.24699,SME,2010
41806,-33.824001,121.913,Private applicant,2010
41807,-37.813999,144.97,SME,2010
41808,-37.808998,144.946,SME,2010
41809,-33.786999,151.12601,SME,2010
41810,-33.862999,151.209,SME,2009
41811,-30.354,153.10001,Private applicant,2009
41812,-27.488001,153.054,SME,2009
41813,-37.722,144.979,SME,2009
41814,-26.415001,153.047,SME,2009
41815,-38.014999,145.27299,Large firm,2009
41816,-37.933998,145.15199,SME,2009
41817,-33.84,151.207,SME,2009
41818,-33.868,150.983,SME,2009
41819,-37.794998,144.95,SME,2009
41820,-37.799,144.95599,Large firm,2009
41821,-33.786999,151.12601,SME,2009
41822,-37.949001,145.07401,SME,2009
41823,-33.726002,151.048,SME,2009
41824,-33.786999,151.12601,SME,2009
41825,-33.752998,151.239,SME,2009
41826,-27.385,152.94099,SME,2009
41827,-33.653999,151.114,Private applicant,2009
41828,-37.82,145.16,SME,2009
41829,-32.053001,115.812,Private applicant,2009
41830,-33.938999,151.19701,SME,2009
41831,-37.814999,144.968,Large firm,2009
41832,-41.529999,146.65601,SME,2009
41833,-37.780998,145.03,SME,2009
41834,-27.452999,153.103,SME,2009
41835,-33.786999,151.12601,SME,2009
41836,-33.786999,151.12601,SME,2009
41837,-28.976999,148.989,Private applicant,2009
41838,-33.733002,150.964,Large firm,2009
41839,-33.817001,151.20399,SME,2009
41840,-33.939999,150.935,SME,2009
41841,-37.814999,144.946,SME,2009
41842,-37.480999,144.608,Private applicant,2009
41843,-31.886,115.758,Private applicant,2009
41844,-38.185001,144.373,SME,2009
41845,-33.749001,151.261,Private applicant,2009
41846,-37.821999,145.026,SME,2009
41847,-37.811001,145.01401,SME,2009
41848,-37.907001,145.103,SME,2009
41849,-33.973,151.136,SME,2009
41850,-27.466,153.02901,SME,2009
41851,-33.828999,151.21201,Private applicant,2009
41852,-33.921001,151.19,SME,2009
41853,-19.561001,147.414,Private applicant,2009
41854,-31.947001,115.929,SME,2009
41855,-38.050999,145.34599,Private applicant,2009
41856,-38.050999,145.34599,Private applicant,2009
41857,-32.088001,115.806,SME,2009
41858,-37.813999,144.97,SME,2009
41859,-33.93,151.145,SME,2009
41860,-27.365999,153.056,SME,2009
41861,-19.297001,146.769,SME,2009
41862,-28.08,153.388,SME,2009
41863,-33.938,151.061,Private applicant,2009
41864,-35.316002,149.09599,SME,2009
41865,-38.118999,144.65601,Private applicant,2009
41866,-38.118999,144.65601,Private applicant,2009
41867,-37.738998,145.22701,Private applicant,2009
41868,-26.797001,153.117,Large firm,2009
41869,-37.986,145.19,SME,2009
41870,-30.289,153.034,SME,2009
41871,-21.176001,149.16299,Private applicant,2009
41872,-21.176001,149.16299,Private applicant,2009
41873,-38.009998,145.242,SME,2009
41874,-33.786999,151.12601,SME,2009
41875,-33.733002,150.964,SME,2009
41876,-33.937,150.82899,Private applicant,2009
41877,-28.865,153.53799,Private applicant,2009
41878,-28.686001,153.517,Private applicant,2009
41879,-38.009998,145.271,SME,2009
41880,-33.867001,151.21001,Large firm,2010
41881,-33.703999,149.85699,Private applicant,2010
41882,-31.952999,115.824,SME,2010
41883,-37.978001,145.02299,Private applicant,2010
41884,-33.919998,151.228,Large firm,2010
41885,-33.881001,151.21899,SME,2010
41886,-37.917,145.08701,Private applicant,2010
41887,-37.827999,144.90601,SME,2010
41888,-33.841,151.20799,SME,2010
41889,-37.916,145.138,Large firm,2010
41890,-27.434999,153.10899,SME,2010
41891,-23.400999,150.495,SME,2010
41892,-37.847,145,Private applicant,2010
41893,-37.811001,144.967,SME,2010
41894,-37.801998,145.224,SME,2010
41895,-33.681,151.291,SME,2010
41896,-33.867001,151.20599,SME,2010
41897,-35.306999,149.13699,Large firm,2010
41898,-37.922001,145.125,Private applicant,2010
41899,-37.922001,145.125,Private applicant,2010
41900,-37.922001,145.125,Private applicant,2010
41901,-33.810001,151.03799,Large firm,2010
41902,-27.576,153.088,SME,2010
41903,-27.575001,153.10201,SME,2009
41904,-37.719002,144.89,SME,2009
41905,-37.828999,144.961,Private applicant,2009
41906,-37.816002,144.963,Large firm,2010
41907,-33.866001,151.207,Private applicant,2010
41908,-38.104,145.3,Private applicant,2010
41909,-32.001999,115.888,SME,2010
41910,-33.879002,151.22099,SME,2010
41911,-33.963001,151.067,Private applicant,2010
41912,-33.875999,151.242,SME,2010
41913,-27.386999,153.032,SME,2010
41914,-33.375,147.995,SME,2010
41915,-33.895,151.19501,SME,2010
41916,-32.925999,151.765,SME,2010
41917,-33.786999,151.12601,SME,2009
41918,-32.167999,150.892,Private applicant,2009
41919,-27.608999,151.95599,SME,2009
41920,-33.487999,149.55701,Private applicant,2009
41921,-37.889999,145.07201,SME,2009
41922,-33.895,151.19701,Large firm,2009
41923,-27.787001,153.252,SME,2009
41924,-32.944,151.70599,Private applicant,2009
41925,-33.942001,151.09,SME,2009
41926,-16.986,145.42,SME,2009
41927,-32.970001,151.65199,Private applicant,2009
41928,-37.694,144.74001,Private applicant,2009
41929,-31.912001,115.921,SME,2009
41930,-27.572001,153.037,SME,2009
41931,-33.780998,151.08099,SME,2009
41932,-33.813,151.179,SME,2009
41933,-33.673,151.11,SME,2009
41934,-33.813,151.179,SME,2009
41935,-31.952999,115.852,SME,2009
41936,-33.786999,151.12601,SME,2009
41937,-32.896,151.70399,Large firm,2009
41938,-33.790001,151.131,SME,2009
41939,-32.026001,115.831,Private applicant,2009
41940,-33.938999,151.19701,SME,2009
41941,-38,145.119,Large firm,2009
41942,-33.772999,150.95399,Private applicant,2009
41943,-31.976999,115.883,Private applicant,2009
41944,-32.011002,115.868,Private applicant,2009
41945,-37.907001,145.103,SME,2009
41946,-33.77,151.16299,SME,2010
41947,-33.962002,151.05701,SME,2010
41948,-33.919998,151.228,Large firm,2010
41949,-35.233002,149.166,SME,2010
41950,-33.868,151.20399,SME,2010
41951,-37.799999,144.95799,Large firm,2010
41952,-37.799999,144.95799,Large firm,2010
41953,-33.838001,151.19701,SME,2010
41954,-27.469,153.009,SME,2010
41955,-27.469,153.009,SME,2010
41956,-27.469,153.009,SME,2010
41957,-32.945999,151.696,SME,2010
41958,-37.814999,144.966,SME,2010
41959,-32.066002,115.833,SME,2010
41960,-37.834999,144.97301,SME,2009
41961,-37.75,145.02901,SME,2009
41962,-33.866001,151.20399,SME,2009
41963,-33.866001,151.19501,SME,2010
41964,-33.867001,151.21201,SME,2010
41965,-35.278999,149.146,Large firm,2010
41966,-28.780001,153.274,Private applicant,2010
41967,-36.556999,145.979,SME,2010
41968,-30.728001,152.91299,SME,2010
41969,-33.73,151.08,SME,2010
41970,-37.827999,144.886,SME,2010
41971,-37.862,145.28,SME,2010
41972,-33.324001,115.636,SME,2010
41973,-41.514,146.83501,Large firm,2010
41974,-37.82,144.99899,Private applicant,2009
41975,-33.830002,151.224,SME,2009
41976,-31.797001,115.833,SME,2009
41977,-33.777,151.114,SME,2009
41978,-37.813999,144.97,SME,2009
41979,-37.813999,144.97,SME,2009
41980,-37.661999,144.965,SME,2009
41981,-33.773998,151.12,SME,2009
41982,-28.08,153.388,SME,2009
41983,-33.716999,151.12199,SME,2009
41984,-33.830002,151.224,SME,2009
41985,-37.652,144.95799,Private applicant,2009
41986,-33.786999,151.12601,SME,2009
41987,-33.786999,151.12601,SME,2009
41988,-31.889999,115.786,Private applicant,2009
41989,-31.889999,115.786,Private applicant,2009
41990,-30.539,151.65199,Private applicant,2009
41991,-26.686001,153.05099,SME,2009
41992,-34.851002,138.702,Private applicant,2009
41993,-28.857,153.049,SME,2009
41994,-34.030998,151.13,SME,2009
41995,-33.958,151.088,Private applicant,2009
41996,-37.911999,145.041,Private applicant,2009
41997,-37.813999,144.963,Large firm,2009
41998,-33.966,151.065,SME,2009
41999,-33.880001,151.20799,SME,2009
42000,-33.875,151.20799,SME,2009
42001,-37.779999,144.978,SME,2009
42002,-38.113998,145.14,SME,2009
42003,-27.847,153.369,SME,2009
42004,-17.591,146.03101,SME,2009
42005,-27.511,153.013,SME,2009
42006,-27.233,153.078,SME,2009
42007,-33.837002,150.944,SME,2009
42008,-37.915001,145.132,Large firm,2009
42009,-28.857,153.049,SME,2009
42010,-33.786999,151.12601,SME,2009
42011,-27.559,152.99899,SME,2009
42012,-37.812,144.976,Large firm,2009
42013,-27.57,153.092,Private applicant,2009
42014,-33.924,151.209,Private applicant,2009
42015,-34.945,138.604,Private applicant,2009
42016,-37.91,145.246,SME,2009
42017,-34.185001,138.14799,Private applicant,2009
42018,-33.786999,151.12601,SME,2009
42019,-31.987,115.995,Private applicant,2009
42020,-32.416,150.657,Private applicant,2009
42021,-27.605,152.925,SME,2009
42022,-31.909,115.929,SME,2009
42023,-38.103001,144.364,SME,2009
42024,-37.991001,145.198,SME,2009
42025,-36.955002,140.743,Private applicant,2009
42026,-36.955002,140.743,Private applicant,2009
42027,-33.786999,151.12601,SME,2009
42028,-33.786999,151.12601,SME,2009
42029,-26.572001,152.96001,SME,2009
42030,-26.219,152.692,SME,2009
42031,-31.684999,115.7,Private applicant,2009
42032,-33.830002,151.22301,SME,2009
42033,-37.819,144.96001,SME,2009
42034,-37.813999,144.96001,SME,2009
42035,-38.075001,145.125,Private applicant,2009
42036,-37.804001,144.95,SME,2010
42037,-37.924,145.149,SME,2010
42038,-33.941002,151.033,Large firm,2010
42039,-27.500999,153.064,SME,2010
42040,-37.831001,144.97,Private applicant,2010
42041,47.785,-122.387,SME,2010
42042,-37.664001,144.881,Large firm,2010
42043,-37.842999,144.979,SME,2010
42044,-37.813999,144.97,SME,2010
42045,-37.813999,144.97,SME,2010
42046,-33.838001,151.209,SME,2010
42047,-28.052999,153.41701,Private applicant,2010
42048,-27.922001,153.405,Private applicant,2010
42049,-27.934999,153.33701,Private applicant,2009
42050,-37.82,145.16,SME,2009
42051,-35.006001,117.843,SME,2009
42052,-27.511,153.158,Private applicant,2009
42053,-36.367001,145.41499,Private applicant,2009
42054,-37.916,145.136,Large firm,2009
42055,-28.118999,153.435,Private applicant,2009
42056,-37.804001,144.95,SME,2009
42057,-35.278999,149.146,Large firm,2009
42058,-33.876999,151.19501,SME,2009
42059,-33.862,151.209,SME,2009
42060,-33.969002,151.13901,Private applicant,2009
42061,-32.057999,115.98,Private applicant,2009
42062,-37.695999,140.45599,SME,2009
42063,-34.936001,138.625,SME,2009
42064,-37.695999,140.45599,SME,2009
42065,-34.923,138.54401,SME,2009
42066,-34.923,138.54401,SME,2009
42067,-27.382,152.96201,Private applicant,2009
42068,-32.200001,115.956,SME,2010
42069,-34.013,151.052,SME,2010
42070,-37.837002,144.933,SME,2010
42071,-37.837002,144.933,SME,2010
42072,-38.033001,145.237,SME,2010
42073,-31.954,115.856,SME,2010
42074,-33.896,151.06799,SME,2010
42075,-28.127001,153.464,SME,2010
42076,-37.897999,145.244,SME,2010
42077,-33.845001,151.07401,Large firm,2010
42078,-32.036999,115.833,SME,2010
42079,-33.925999,151.189,Large firm,2010
42080,-33.925999,151.189,Large firm,2010
42081,-27.841,153.3,Private applicant,2009
42082,-27.433001,153.10001,Large firm,2009
42083,-37.819,145.032,SME,2009
42084,-27.316999,152.97501,SME,2009
42085,-30.780001,121.436,SME,2009
42086,-33.786999,151.12601,SME,2009
42087,-33.786999,151.12601,SME,2009
42088,-28.841,153.439,SME,2009
42089,-35.386002,149.09399,Private applicant,2009
42090,-25.558001,152.662,Private applicant,2009
42091,-37.922001,145.158,Large firm,2009
42092,-37.922001,145.158,Large firm,2009
42093,-41.439999,147.17999,SME,2009
42094,-37.985001,145.214,SME,2009
42095,-37.811001,144.786,SME,2009
42096,-37.388,144.791,SME,2009
42097,-33.786999,151.12601,SME,2009
42098,-27.882999,153.388,Private applicant,2009
42099,-33.775002,150.951,SME,2009
42100,-38.030998,145.215,SME,2009
42101,-33.939999,151.211,Private applicant,2010
42102,-32.619999,149.593,Private applicant,2010
42103,-33.626999,151.31799,SME,2010
42104,-37.668999,144.97,SME,2010
42105,-27.441999,153.04401,SME,2010
42106,-28.028999,153.42599,SME,2010
42107,-33.707001,151.10201,Private applicant,2010
42108,-37.897999,145.244,SME,2010
42109,-27.627001,153.289,SME,2010
42110,-30.311001,149.772,SME,2010
42111,-27.465,153.03,Private applicant,2010
42112,-31.952999,115.852,SME,2011
42113,-37.813999,144.96001,Large firm,2010
